experiment_id,phase,subject,box_size,surface,one_handed_carry,time_reference,window_index_in_phase,window_start_s,window_end_s,L_AX_mean,L_AX_std,L_AY_mean,L_AY_std,L_AZ_mean,L_AZ_std,L_GX_mean,L_GX_std,L_GY_mean,L_GY_std,L_GZ_mean,L_GZ_std,L_acc_mag_mean,L_acc_mag_std,L_acc_mag_min,L_acc_mag_max,L_acc_mag_range,L_acc_mag_energy,L_gyro_mag_mean,L_gyro_mag_std,L_gyro_mag_min,L_gyro_mag_max,L_gyro_mag_range,L_gyro_mag_energy,L_acc_jerk_mag_mean,L_acc_jerk_mag_std,L_acc_jerk_mag_min,L_acc_jerk_mag_max,L_acc_jerk_mag_range,L_acc_jerk_mag_energy,L_gyro_jerk_mag_mean,L_gyro_jerk_mag_std,L_gyro_jerk_mag_min,L_gyro_jerk_mag_max,L_gyro_jerk_mag_range,L_gyro_jerk_mag_energy,L_n_samples,R_AX_mean,R_AX_std,R_AY_mean,R_AY_std,R_AZ_mean,R_AZ_std,R_GX_mean,R_GX_std,R_GY_mean,R_GY_std,R_GZ_mean,R_GZ_std,R_acc_mag_mean,R_acc_mag_std,R_acc_mag_min,R_acc_mag_max,R_acc_mag_range,R_acc_mag_energy,R_gyro_mag_mean,R_gyro_mag_std,R_gyro_mag_min,R_gyro_mag_max,R_gyro_mag_range,R_gyro_mag_energy,R_acc_jerk_mag_mean,R_acc_jerk_mag_std,R_acc_jerk_mag_min,R_acc_jerk_mag_max,R_acc_jerk_mag_range,R_acc_jerk_mag_energy,R_gyro_jerk_mag_mean,R_gyro_jerk_mag_std,R_gyro_jerk_mag_min,R_gyro_jerk_mag_max,R_gyro_jerk_mag_range,R_gyro_jerk_mag_energy,R_n_samples,acc_mag_mean_absdiff,acc_mag_mean_ratio_L_over_R,acc_mag_std_absdiff,acc_mag_std_ratio_L_over_R,acc_mag_range_absdiff,acc_mag_range_ratio_L_over_R,acc_mag_energy_absdiff,acc_mag_energy_ratio_L_over_R,gyro_mag_mean_absdiff,gyro_mag_mean_ratio_L_over_R,gyro_mag_std_absdiff,gyro_mag_std_ratio_L_over_R,gyro_mag_range_absdiff,gyro_mag_range_ratio_L_over_R,gyro_mag_energy_absdiff,gyro_mag_energy_ratio_L_over_R,acc_jerk_mag_mean_absdiff,acc_jerk_mag_mean_ratio_L_over_R,acc_jerk_mag_std_absdiff,acc_jerk_mag_std_ratio_L_over_R,acc_jerk_mag_range_absdiff,acc_jerk_mag_range_ratio_L_over_R,acc_jerk_mag_energy_absdiff,acc_jerk_mag_energy_ratio_L_over_R,gyro_jerk_mag_mean_absdiff,gyro_jerk_mag_mean_ratio_L_over_R,gyro_jerk_mag_std_absdiff,gyro_jerk_mag_std_ratio_L_over_R,gyro_jerk_mag_range_absdiff,gyro_jerk_mag_range_ratio_L_over_R,gyro_jerk_mag_energy_absdiff,gyro_jerk_mag_energy_ratio_L_over_R,AX_std_absdiff,AX_std_ratio_L_over_R,AY_std_absdiff,AY_std_ratio_L_over_R,AZ_std_absdiff,AZ_std_ratio_L_over_R,GX_std_absdiff,GX_std_ratio_L_over_R,GY_std_absdiff,GY_std_ratio_L_over_R,GZ_std_absdiff,GZ_std_ratio_L_over_R
1,Aufheben,David,big,table,False,time_s,1,0.01,1.01,0.4297619047619048,0.15862486587090424,-0.7838095238095235,0.2737695623012726,0.3154761904761905,0.19298658207678068,48.1975,36.87991752118011,-12.78988095238095,30.597154960102003,-24.587142857142847,46.18851595496925,1.0067529330564526,0.14960569880711191,0.7978095010715278,1.4250964879614292,0.6272869868899014,1.0359333333333334,72.77087260429872,47.17203588416074,17.730575286775103,191.55210701007704,173.82153172330194,7520.800869047618,0.05106740404251302,0.031629947481651925,0.0,0.1506651917331937,0.1506651917331937,0.0036083333333333345,8.868799237809052,6.1556680294636905,0.0,25.43898975981554,25.43898975981554,116.54784880952381,84,-0.2388095238095239,0.07752733407221396,-0.7920238095238094,0.2405142296646953,0.5441666666666668,0.1454402866613202,36.02321428571431,42.014389093010074,5.229999999999998,23.726501809058117,1.7563095238095248,12.635467257246836,1.0223377151350845,0.14242584042896975,0.8090735442467515,1.4041011359585178,0.5950275917117663,1.065459523809524,46.872865615981354,40.234994362210436,4.317337142267211,132.40203397229212,128.0846968300249,3815.920302380954,0.04068824832476551,0.026307517858613426,0.0,0.1414213562373094,0.1414213562373094,0.0023476190476190476,5.67461267704751,4.350354201645818,0.0,18.634658569450636,18.634658569450636,51.126810714285725,84,0.015584782078631898,0.9847557388985415,0.007179858378142168,1.050411198600662,0.03225939517813503,1.054214955026063,0.02952619047619054,0.9722878337574868,25.898006988317363,1.5525159737179564,6.937041521950306,1.1724131351511586,45.736834893277035,1.3570827430900285,3704.880566666664,1.9709009290243884,0.010379155717747508,1.2550897345054874,0.005322429623038499,1.2023158721901237,0.009243835495884312,1.0653637800998677,0.0012607142857142869,1.5370176008647143,3.1941865607615414,1.5628906748329086,1.8053138278178729,1.414980882641673,6.8043311903649055,1.3651438615652811,65.42103809523809,2.279583787429141,0.08109753179869028,2.046050799026573,0.03325533263657729,1.1382676257644775,0.04754629541546049,1.3269128188619872,5.1344715718299625,0.8777925448031333,6.870653151043886,1.289577165864851,33.55304869772241,3.6554656041566824
1,Aufheben,David,big,table,False,time_s,2,0.51,1.51,0.4321951219512195,0.15391654683898925,-0.6619512195121952,0.14770966103111682,0.541951219512195,0.1201466484453858,23.333292682926825,41.10015693563529,3.7325609756097595,29.568372803904378,0.6445121951219538,38.480315086447646,0.9828959681367161,0.1119926117602386,0.7978095010715278,1.3578291497828436,0.5600196487113158,0.9786268292682927,59.74518612116196,32.14885549654854,18.435417000979392,149.44089299786722,131.00547599688784,4603.03617439024,0.07831885381095395,0.07454945038276653,0.014142135623730925,0.4016217125604641,0.3874795769367332,0.011691463414634147,12.822468137003531,9.33333887384712,2.753724750224683,60.45577970715455,57.702054956929864,251.52690365853653,82,-0.1785365853658537,0.10292220542151281,-0.6912195121951222,0.13325557915288874,0.6764634146341463,0.04354341683097322,16.242682926829264,38.38635847787788,-4.103048780487803,17.028237286788713,-3.9220731707317062,12.645728261469907,0.9942232300801405,0.09501949986385616,0.8090735442467515,1.2698425099200294,0.46076896567327796,0.9975085365853658,37.77957443929798,28.14487514004918,4.04594859087458,105.87637177387599,101.83042318300141,2219.4302414634144,0.046099265808309614,0.02660421998862421,0.010000000000000009,0.14491376746189447,0.13491376746189446,0.0028329268292682933,6.934411264876422,4.358328463404386,1.932718292974947,24.228357352490903,22.295639059515956,67.08108658536587,82,0.011327261943424372,0.9886069218769731,0.01697311189638244,1.1786276579236246,0.09925068303803786,1.2154022714563901,0.01888170731707306,0.9810711311175548,21.965611681863976,1.5814150107904374,4.003980356499362,1.142263212589619,29.175052813886424,1.286506251281789,2383.605932926826,2.073971998936577,0.03221958800264434,1.6989175584206169,0.04794523039414232,2.802166258303274,0.25256580947483875,2.8720536187985464,0.008858536585365853,4.126989503172021,5.888056872127109,1.8491069602551087,4.975010410442734,2.141495059418984,35.40641589741391,2.588042208627078,184.44581707317064,3.7495949522925436,0.05099434141747644,1.4954648971343623,0.014454081878228081,1.1084688600780876,0.07660323161441258,2.759237892435796,2.713798457757413,1.0706969497575731,12.540135517115665,1.7364318046653275,25.83458682497774,3.042949705051771
1,Aufheben,David,big,table,False,time_s,3,1.01,2.01,0.41962962962962963,0.1900905855823042,-0.8164197530864197,0.10590362077741343,0.5804938271604938,0.09075678030743814,-0.7001234567901209,22.78842810595575,-30.747530864197532,46.388712721711116,-12.81679012345679,36.38388833587517,1.105481929700498,0.11445447375464776,0.9246080250571049,1.416368596093545,0.4917605710364401,1.23519012345679,63.83947159836341,32.089020804088314,18.435417000979392,138.85491600948092,120.41949900850153,5105.183390123457,0.12650156222506204,0.08988234663214044,0.014142135623730963,0.4016217125604641,0.3874795769367331,0.024081481481481478,17.50326025747852,12.743131003265262,4.097340600926411,60.45577970715455,56.35843910622814,468.7515074074073,81,-0.1629629629629629,0.16962882095877113,-0.8307407407407412,0.10624660084936317,0.73320987654321,0.10679190749954871,13.136666666666667,28.02426457444105,18.374567901234563,45.79113529633077,2.9888888888888894,23.0621587866625,1.1363842331282588,0.11992285846096666,0.9087353850269065,1.5828139499006193,0.6740785648737128,1.3057506172839506,47.59015249068808,40.84554129813616,2.178852909216223,174.64277826466227,172.46392535544604,3933.180858024692,0.11372031189192229,0.10714493148169099,0.010000000000000009,0.5495452665613634,0.5395452665613634,0.02441234567901234,14.41737272310479,14.800494721798584,2.4201239637671472,99.85673036906425,97.4366064052971,426.91528024691337,81,0.03090230342776068,0.9728064650144794,0.005468384706318899,0.95440080622745,0.18231799383727265,0.7295300517366851,0.07056049382716068,0.9459617373799194,16.249319107675333,1.3414428879906066,8.756520494047848,0.7856186938271024,52.044426346944505,0.6982300719389298,1172.0025320987647,1.2979782965500513,0.012781250333139746,1.112391964180461,0.017262584849550552,0.8388856528282344,0.15206568962463024,0.718159532170606,0.00033086419753086335,0.9864468089904969,3.085887534373729,1.2140395197118232,2.0573637185333222,0.8609935844668642,41.07816729906896,0.5784113505679918,41.836227160493934,1.0979965559799107,0.02046176462353308,1.120626691780636,0.00034298007194974445,0.9967718396072938,0.016035127192110574,0.8498469742005,5.235836468485303,0.8131677477069744,0.5975774253803436,1.0130500678897818,13.32172954921267,1.577644515887184
1,Aufheben,David,big,table,False,time_s,4,1.51,2.51,0.594074074074074,0.16704976546724382,-0.6541975308641973,0.21713547115432236,0.49814814814814806,0.12287815013468127,17.971975308641976,15.01172080509941,-34.83802469135803,36.403256211015275,-25.99358024691356,33.34735395165401,1.0474849518294755,0.14824892858501273,0.7577598564189053,1.416368596093545,0.6586087396746397,1.1192024691358027,63.963492709898766,27.993079772785627,26.408349058583727,138.12543755586805,111.71708849728432,4874.940914814816,0.1072867254935127,0.07452352691428278,0.009999999999999898,0.3269556544854363,0.3169556544854364,0.01706419753086419,12.89866802095347,11.772606268238157,1.2205736356320327,50.1163097204892,48.89573608485716,304.9698950617282,81,-0.2646341463414634,0.16728240414480658,-0.6102439024390246,0.26910409451052936,0.7918292682926826,0.13877625481134948,27.93134146341464,23.79283817035025,21.616585365853656,43.65810896711143,11.27682926829268,25.467883451661937,1.075954162220443,0.17721271996551957,0.6743886120034946,1.5828139499006193,0.9084253378971247,1.189081707317073,54.92504475946204,38.452381585988974,2.178852909216223,174.64277826466227,172.46392535544604,4495.3461914634145,0.14366015092796605,0.11140261003746225,0.019999999999999907,0.5495452665613634,0.5295452665613635,0.03304878048780488,15.220228123132811,14.414938762906123,0.814739222082747,99.85673036906425,99.0419911469815,439.44580365853665,82,0.028469210390967392,0.973540497946719,0.028963791380506837,0.8365591802738453,0.24981659822248492,0.7250004061690142,0.06987923818127029,0.9412326010126153,9.038447950436726,1.1645596829070421,10.459301813203346,0.7279933938411131,60.746836858161714,0.6477707628791877,379.5947233514016,1.0844417108678217,0.03637342543445335,0.7468092164298163,0.036879083123179474,0.668956734678527,0.21258961207592708,0.59854307818681,0.01598458295694069,0.5163336366020315,2.3215601021793404,0.8474687708853501,2.6423324946679667,0.8166948511578724,50.14625506212434,0.4936869252941475,134.47590859680844,0.693987500897848,0.00023263867756276313,0.9986092997804439,0.051968623356207,0.8068828188674906,0.015898104676668204,0.8854407363585319,8.781117365250841,0.6309344306462573,7.254852756096156,0.8338257673415216,7.87947049999207,1.3093885094000026
1,Aufheben,David,big,table,False,time_s,5,1.587,2.587,0.6176543209876543,0.1603258380086657,-0.6333333333333331,0.21962369612870686,0.4922222222222221,0.11361620472145971,20.341851851851853,13.413774761817352,-29.21395061728395,33.466872571264624,-23.34049382716048,35.48905092501917,1.044867662858286,0.14138542611599564,0.7577598564189053,1.4037093716293272,0.6459495152104219,1.1117382716049378,60.31413566585027,27.08621765824013,26.408349058583727,138.12543755586805,111.71708849728432,4371.458148148149,0.09889140566096784,0.06940307041258478,0.009999999999999898,0.3269556544854363,0.3169556544854364,0.014596296296296293,10.731966358062095,9.988604337340714,1.2205736356320327,50.1163097204892,48.89573608485716,214.9473185185185,81,-0.30246913580246915,0.1494725778078946,-0.5685185185185186,0.27213881312242433,0.8096296296296295,0.15222988175736993,24.403950617283957,24.798417894527777,12.136049382716045,29.890112848917425,13.121358024691354,25.054545520567494,1.0763557859059787,0.1767335999650295,0.6743886120034946,1.5828139499006193,0.9084253378971247,1.1897765432098766,46.041683604519235,30.516889341131634,2.178852909216223,146.9727410100254,144.79388810080917,3051.11716419753,0.12770760448930565,0.0978883332184915,0.019999999999999907,0.5495452665613634,0.5295452665613635,0.025891358024691356,14.029493688837071,14.336928512779846,0.814739222082747,99.85673036906425,99.0419911469815,402.374212345679,81,0.03148812304769266,0.9707456173592874,0.035348173849033854,0.7999917692163798,0.2624758226867028,0.7110650568098839,0.07803827160493881,0.9344093031714928,14.272452061331037,1.3099897949565888,3.4306716828915036,0.887581212966057,33.07679960352485,0.7715594212010697,1320.340983950619,1.4327401777428783,0.028816198828337816,0.7743579975685089,0.028485262805906714,0.709002466603158,0.21258961207592708,0.59854307818681,0.011295061728395063,0.5637516471181176,3.297527330774976,0.7649574956390838,4.3483241754391315,0.696704620361344,50.14625506212434,0.4936869252941475,187.42689382716048,0.5341975502478857,0.010853260200771098,1.0726103696566307,0.05251511699371747,0.8070281956542478,0.03861367703591022,0.7463462669976942,11.384643132710424,0.5409125218523088,3.576759722347198,1.1196636405926812,10.434505404451677,1.4164715498219447
1,Laufen,David,big,table,False,time_s,1,2.839,3.839,0.7236585365853657,0.1489271568146079,-0.4939024390243902,0.08070959832847542,0.4929268292682926,0.116362425886706,95.79780487804877,16.969899249768496,-80.78060975609756,16.90811728478373,51.71792682926828,10.75375847374857,1.0245115687631972,0.05663702664728729,0.9002777349240622,1.2120643547270913,0.31178661980302913,1.0528317073170732,135.90150774299855,24.449043185611714,75.51290287096637,167.41799365659594,91.90509078562957,19066.975519512194,0.035615450584196164,0.018275084242621864,0.009999999999999953,0.10049875621120888,0.09049875621120892,0.0016024390243902442,3.221309989363847,1.4961307009669718,0.5692099788303119,7.644749832401316,7.075539853571004,12.615245121951217,82,-0.5675609756097563,0.13491244654661974,-0.37109756097560975,0.048989946643162814,0.8300000000000001,0.0689998232588758,-32.415731707317086,8.195737891523594,-43.897560975609764,14.959251445418573,103.97036585365854,19.790455783282344,1.0804791922744847,0.0816451748364354,0.8499411744350313,1.225969004502153,0.3760278300671217,1.174101219512195,117.96211859313105,23.561887403085713,63.81173716488214,144.3475032690209,80.53576610413876,14470.223960975614,0.046180161891185206,0.023510816688547004,0.009999999999999898,0.12529964086141668,0.11529964086141678,0.0026853658536585365,3.7555762248453193,1.9511393544163336,0.528961246217529,10.828739538838308,10.299778292620779,17.911297560975616,82,0.05596762351128759,0.9482011084899534,0.0250081481891481,0.6936971605126014,0.06424121026409257,0.8291583602155623,0.12126951219512172,0.8967128974261532,17.939389149867495,1.152077542881296,0.8871557825260012,1.0376521526612577,11.36932468149081,1.141171124710582,4596.75155853658,1.31766968990474,0.010564711306989043,0.7712283446924433,0.0052357324459251404,0.7773053444893301,0.024800884650207855,0.7849005838195315,0.0010829268292682924,0.5967300230160678,0.5342662354814722,0.8577405425019119,0.4550086534493618,0.7667984845950317,3.224238439049775,0.6869604035994907,5.296052439024399,0.7043177680623467,0.014014710267988145,1.1038800312561619,0.03171965168531261,1.647472639006576,0.04736260262783021,1.686416264628931,8.774161358244902,2.0705761302162875,1.9488658393651583,1.130278299375183,9.036697309533773,0.5433810413951783
